#,Region,Region,المنطقة,المنطقة,City,المدينة,Remote/Main,SID,Old Name,New Name,External Code,Anydesk ID,English Display Name - New,Arabic Display Name - New,latitude,longitude,Google Maps Link,Glass Room,Location Owner,SIM SN,Retail / LM,Short Address,Buliding NO.,Street Name,Street Name Arabic,District Eng,District Arabic,Zip code,Additional No.,Address,Main Modules,Adder Modules,Working Hours,Order #,Installed
55,Southern,,الجنوبية,,Khamis Mushait,خميس مشيط,Remote,PSKM1059,,225930,51800,1538262861,Tayib Al Ism Parcel Station - Khamis Mushait - SPL,محطة طرود طيب الإسم - خميس مشيط - سبل,18.314878,42.699881,https://goo.gl/maps/neYWYrYemxMQMabE8,YES,SPL Retail,8.99664181911766E+018,Retail,AKMD6956,6956,Abdulrahman Ibn Azhar Ibn Aouf Street,طريق عبد الرحمن ابن أزهر ابن عوف,,,62456,3315,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
56,Southern,,الجنوبية,,Baha,الباحة,Remote,PSBH1060,,225931,216956,1278349644,An Nuzhah Parcel Station - Baha - SPL,محطة طرود النزهة - الباحة - سبل,20.016575,41.475029,https://goo.gl/maps/1QYnCCNRrBxvUvDbA,YES,SPL Retail,8.99664181911766E+018,Retail,BADA7039,7039,Abdullah Ibn Abdullah Ibn Abi Malik Street,طريق عبد الله بن عبد الله بن أبي مالك,,,65528,2871,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
57,Southern,,الجنوبية,,Najran,نجران,Remote,PSNJ1061,,225932,216922,518148491,Al Faisaliyah Parcel Station - Najran - SPL,محطة طرود الفيصلية - نجران - سبل,17.526163,44.204976,https://goo.gl/maps/JVKfxzhYwaRBpo3Z8,YES,SPL Retail,8.99664181911766E+018,Retail,NJSB4816,4816,King Abdul Aziz Street,طريق الملك عبد العزيز,,,66271,7429,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
58,Southern,,الجنوبية,,Jizan,جازان,Remote,PSJZ1062,,225933,216647,1489815295,Al Rawdah Parcel Station - Jizan - SPL,محطة طرود الروضة - جازان - سبل,16.914361,42.562056,https://goo.gl/maps/JkG8wLN7ACCvVcYb6,YES,SPL Retail,8.99664181911766E+018,Retail,GGDA4117,4117,Nassib Ibn Rabah Street,طريق نصيب بن رباح,,,82727,8487,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
59,Western,,الغربية,,Jeddah,جدة,Main,PSJD1063,,225934,152439,1157678865,Al Balad Parcel Station - Jeddah - SPL,محطة طرود البلد - جدة - سبل,21.482643,39.182716,https://goo.gl/maps/LQidkrdujza7dH5C6,YES,SPL Retail,8.99664181911766E+018,Retail,JACD6671,6671,Baishin Street,طريق باعشن,,,22233,2672,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
60,Western,,الغربية,,Jeddah,جدة,Main,PSJD1065,,225936,120415,88851400,Al Safa Parcel Station - Jeddah - SPL,محطة طرود الصفا - جدة - سبل,21.60073,39.197941,https://goo.gl/maps/XGiucMKDMpuxGoty5,YES,SPL Retail,8.99664181911766E+018,Retail,JDSA8319,8319,Saleh Ibn Fairouz Street,طريق صالح بن فيروز,,,23452,2601,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
61,Western,,الغربية,,Jeddah,جدة,Main,PSJD1066,,225937,-,1210359058,Al Nuzla Parcel Station - Jeddah - SPL,محطة طرود النزلة - جدة - سبل,21.467056,39.21275,https://goo.gl/maps/eaBnmfAz4E3WnTU67,YES,SPL LM,8.99664181911766E+018,LM,JINB3571,3571,Al Idhaah Street,طريق الإذاعة ,,,22334,7179,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
62,Western,,الغربية,,Jeddah,جدة,Main,PSJD1067,,225938,120401,1202848539,Prince Abdulmajeed Parcel Station - Jeddah - SPL,محطة طرود حي الأمير عبد المجيد - جدة - سبل,21.423835,39.285671,https://goo.gl/maps/Yt6DppBcrujZhKRG6,YES,SPL Retail,8.99664181911766E+018,Retail,JJAA5003,5003,Hussain Mufti Street, طريق حسين مفتي,,,22432,7391,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
63,Western,,الغربية,,Jeddah,جدة,Main,PSJD1068,,225939,120431,1715806800,Al Bawadi Parcel Station - Jeddah - SPL,محطة طرود البوادي - جدة - سبل,21.596361,39.166816,https://goo.gl/maps/y9cTaQywqggkNqNs7,YES,SPL Retail,8.99664181911766E+018,Retail,JDBB7855,7855,Habib Ibn Saad Street,طريق حبيب بن سعد,,,23443,2723,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
64,Western,,الغربية,,Makkah,مكة المكرمة,Remote,PSMK1069,,225940,220972,1380082885,Ar Rusayfah Parcel Station - Makkah - Al Jerooshi Mall,محطة طرود الرصيفة - مكة المكرمة - الجروشي مول,21.40267,39.78738,https://goo.gl/maps/7nxQ2F14H5euiMLGA,NO,SPL Retail,8.99664181911766E+018,Retail,MCCB2800,2800,Prince Naif Ibn Abdulaziz Street,طريق الأمير نايف ابن عبدالعزيز,,,24232,6862,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
65,Western,,الغربية,,Makkah,مكة المكرمة,Remote,PSMK1070,,225941,126501,1408999551,Al Awali Parcel Station - Makkah - SPL,محطة طرود العوالي - مكة المكرمة - سبل,21.357432,39.876645,https://goo.gl/maps/qms6R2rv7v7KGiUM7,YES,SPL Retail,8.99664181911766E+018,Retail,MDAA2277,2277,Al Hadarat Street,طريق الحضارات,,,24372,8289,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
66,Western,,الغربية,,Makkah,مكة المكرمة,Remote,PSMK1071,,225942,215259,1482120859,Al Rashidiyah Parcel Station - Makkah - SPL,محطة طرود الراشدية - مكة المكرمة - سبل,21.459843,39.94865,https://goo.gl/maps/H6tTJWjCDJxuyttaA,YES,SPL Retail,8.99664181911766E+018,Retail,MERB8554,8554,Al Muhandes Umar Qadi Street,طريق المهندس عمر قاضي,,,24268,2085,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
67,Western,,الغربية,,Taif,الطائف,Remote,PSTA1072,,225943,218698,1611813624,Jabrah Parcel Station - Taif - SPL,محطة طرود جبرة - الطائف - سبل,21.299108,40.428269,https://goo.gl/maps/qnYJNWUU39aXzFJ69,YES,SPL Retail,8.99664181911766E+018,Retail,TADA8889,8889,Airport Street,طريق المطار,,,26523,3557,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
68,Western,,الغربية,,Madinah,المدينة المنورة,Remote,PSMD1073,,225944,217459,1115437899,Al Aziziyah Parcel Station - Madinah - SPL,محطة طرود العزيزية - المدينة المنورة - سبل,24.415473,39.526524,https://goo.gl/maps/sBqNkLGB61q3AHew5,YES,SPL Retail,8.99664181911766E+018,Retail,DMSD8308,8308,Prince Naif Ibn Abdulaziz Street,طريق الأمير نايف بن عبدالعزيز,,,42376,5570,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
69,Western,,الغربية,,Madinah,المدينة المنورة,Remote,PSMD1074,,225945,61250,1271717096,Al Khalidiyah Parcel Station - Madinah - SPL,محطة طرود الخالدية - المدينة المنورة - سبل ,24.453999,39.6625,https://goo.gl/maps/HC2muV9Rzjhvu2Cr8,YES,SPL Retail,8.99664181911766E+018,Retail,DMAF4818,4818,Suhail Ibn Rafi Street,طريق سهيل بن رافع,,,42317,7050,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
70,Western,,الغربية,,Madinah,المدينة المنورة,Remote,PSMD1075,,225946,60610,1115437899,Al Qiblatayn Parcel Station - Madinah - SPL,محطة طرود القبلتين - المدينة المنورة - سبل,24.485139,39.573996,https://goo.gl/maps/eWAUw1kBR8DDJ5XP7,NO,SPL Retail,8.99664181911766E+018,Retail,DMMB4492,4492,Abu Bakr Al Siddiq Street,طريق أبو بكر الصديق ,,,42351,8009,Address Incomplete,1,4,24 Hours,Old SPL Machines,Completed
71,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1076,,225947,10201,1769273730,Al Nahdah Parcel Station - Riyadh - SASCO,محطة طرود النهضة - الرياض - ساسكو,24.759278,46.83225,https://maps.app.goo.gl/iHUX382fxZGMy1FX6,NO,Sasco Palm,,LM,RFNA4495,4495,Al Taqwa Street,طريق التقوى,,,13222,6997,Address Incomplete,1,1,24 Hours,Order #1,Completed
72,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1077,,225948,10301,1412713354,Al Andalus Parcel Station - Riyadh - SASCO,محطة طرود الأندلس - الرياض - ساسكو,24.734389,46.78425,https://maps.app.goo.gl/w8BCyWBAPtSiCwiZ8,NO,Sasco Palm,,LM,RFSA6503,6503,Khalid Ibn Al Waleed Street,طريق خالد بن الوليد,,,13212,3047,Address Incomplete,1,1,24 Hours,Order #1,Completed
73,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1078,,225949,10601,1255026302,Al Sahafah Parcel Station - Riyadh - SASCO,محطة طرود الصحافة - الرياض - ساسكو,24.797972,46.651139,https://maps.app.goo.gl/2qz1CzHVpweBwigC6,NO,Sasco Palm,,LM,RASC8290,8290,Al Thumamah Rd,طريق الثمامة,Al Sahafah Dist.,,13315,4065,"8290 Al Thumamah Rd, Al Sahafah Dist., Riyadh, 13315 - 4065",1,1,24 Hours,Order #1,Completed
74,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1079,,225950,10901,1660922113,Al Raed Parcel Station - Riyadh - SASCO,محطة طرود الرائد - الرياض - ساسكو,24.708278,46.627972,https://maps.app.goo.gl/TNpac1bWG2MLRDJZ8,NO,Sasco Palm,,LM,RGDA2481,2481,Amr Bin Aws Street,طريق عمرو بن اوس,,,12356,7552,Address Incomplete,1,1,24 Hours,Order #1,Completed
75,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1080,,225951,11301,197034309,Al Wadi Parcel Station - Riyadh - SASCO,محطة طرود الوادي - الرياض - ساسكو,24.798056,46.697306,https://maps.app.goo.gl/CUe7gj6nByNMCVHN8,NO,Sasco Palm,,LM,RAWA8300,8300,Othman Ibn Afaan Branch Street,طريق عثمان بن عفان الفرعي,,,13313,3910,Address Incomplete,1,1,24 Hours,Order #1,Completed
76,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1081,,225952,11401,1004295013,Al Munisiyah Parcel Station - Riyadh - SASCO,محطة طرود المونسية - الرياض - ساسكو,24.820556,46.786333,https://maps.app.goo.gl/d4ARxpttqTAY7ZLL7,NO,Sasco Palm,,LM,RUMB3896,3896,Al Dammam Branch Street,طريق الدمام الفرعي,,,13253,6587,Address Incomplete,1,1,24 Hours,Order #1,Completed
77,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1082,,225953,12901,1815967218,King Khalid Airport Road Parcel Station - Riyadh - SASCO,محطة طرود طريق مطار الملك خالد - الرياض - ساسكو,24.847111,46.733694,https://maps.app.goo.gl/sQUStntWGhzXiJz56,NO,Sasco Palm,,LM,RUKA8391,8391,Airport Street,طريق المطار,,,13413,3515,Address Incomplete,1,1,24 Hours,Order #1,Completed
78,Central,Riyadh,الوسطى,منطقة الرياض,Riyadh,الرياض,Main,PSRU1083,,225954,125,1304929661,Al Nakheel Parcel Station - Riyadh - Panda,محطة طرود النخيل - الرياض - بنده,24.744262,46.621259,https://maps.app.goo.gl/uH88iVj7WA41upYB8,No,Panda,,LM,RGNA5119,5119,Prince Turki Bin Abdulaziz Al Awwal,الامير تركي بن عبدالعزيز الاول,Al Nakheel Dist.,حي النخيل,12391,8254,"5119 Prince Turki Bin Abdulaziz Al Awwal, Al Nakheel Dist., Riyadh, 12391 - 8254",1,1,24 Hours,Order #1,Completed
79,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1084,,225955,13601,1417042509,Sultanah Parcel Station - Riyadh - SASCO,محطة طرود سلطانة - الرياض - ساسكو,24.601167,46.696194,https://maps.app.goo.gl/Ww4StQpSY9KZRSYJ9,NO,Sasco Palm,,LM,RBSA4650,4650,As Suwaidi Al Am street,طريق السويدي العام,,,12775,6478,Address Incomplete,1,1,24 Hours,Order #1,Completed
80,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1085,,225956,16501,1147919354,Al Rawabi Parcel Station - Riyadh - SASCO,محطة طرود الروابي - الرياض - ساسكو,24.6875,46.797583,https://maps.app.goo.gl/fJCteLUoKJpXNAdv6,NO,Sasco Palm,,LM,RQWA4450,4450,Prince Saad Bin Abdulrahman Street,طريق الأمير سعد بن عبد الرحمن,,,14216,6889,Address Incomplete,1,1,24 Hours,Order #1,Completed
81,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1086,,225957,16601,1521928615,Ar Rabie Parcel Station - Riyadh - SASCO,محطة طرود الربيع - الرياض - ساسكو,24.806278,46.671361,https://maps.app.goo.gl/bpc3j7HLKUAfgVp78,NO,Sasco Palm,,LM,RARA8212,8212,Abi Bakr Al Siddiq Branch Street,طريق أبي بكر الصديق,,,13316,3947,Address Incomplete,1,1,24 Hours,Order #1,Completed
82,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1087,,225958,17401,1431544363,Irqah Parcel Station - Riyadh - SASCO,محطة طرود عرقة - الرياض - ساسكو,24.689917,46.587861,https://maps.app.goo.gl/sVqdMe3E8Y9tLExAA,NO,Sasco Palm,,LM,RYIA6315,6315,Hassan Malki Street,طريق حسن مالكي,,,12586,3151,Address Incomplete,1,1,24 Hours,Order #1,Completed
83,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1088,,225959,18301,1883008881,Al Ezdihar Parcel Station - Riyadh - SASCO,محطة طرود الإزدهار- الرياض - ساسكو,24.771278,46.712167,https://maps.app.goo.gl/BRpPx7pBqArzU5ZJ8,NO,Sasco Palm,,LM,RHZA6313,6313,Othman Ibn Afaan Branch Street,طريق عثمان بن عفان الفرعي,,,12485,2774,Address Incomplete,1,1,24 Hours,Order #1,Completed
84,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1089,,225960,17901,1385482676,Utayqah Parcel Station - Riyadh - SASCO,محطة طرود عتيقة - الرياض - ساسكو,24.601473,46.705296,https://maps.app.goo.gl/SuHB3pa8nDggSUQ26,NO,Sasco Palm,,LM,RCAA7769,7769,King Fahad Street,طريق الملك فهد,,,12671,2202,Address Incomplete,1,1,24 Hours,Order #1,Completed
85,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1090,,225961,19701,1897450151,Al Narjis Parcel Station - Riyadh - SASCO,محطة طرود النرجس - الرياض - ساسكو,24.821257,46.685279,https://maps.app.goo.gl/nw1Tbh328sfpdwCu8,NO,Sasco Palm,,LM,RAND7402,7402,Othman Ibn Afaan Branch Street,طريق عثمان بن عفان الفرعي,,,13323,4478,Address Incomplete,1,1,24 Hours,Order #1,Completed
86,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1091,,225962,10141,1551085852,Al Malaz Parcel Station - Riyadh - SASCO,محطة طرود الملز - الرياض - ساسكو,24.662812,46.730213,https://maps.app.goo.gl/veJDuyFYwJSeBzix7,NO,Sasco Palm,,LM,REMB3557,3557,Al Jamiah Street,طريق الجامعة,,,12642,6997,Address Incomplete,1,1,24 Hours,Order #1,Completed
87,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1092,,225963,17701,1595414327,Al Murabba Parcel Station - Riyadh - SASCO,محطة طرود المربع - الرياض - ساسكو,24.66225,46.708556,https://maps.app.goo.gl/PmkKG8CxQukr6SnX7,NO,Sasco Palm,,LM,RCRA7314,7314,Prince Abdul Aziz Bin Musaid Bin Jalawi Street,طريق الأمير عبد العزيز بن مساعد بن جلوي,,,12613,4020,Address Incomplete,1,1,24 Hours,Order #1,Completed
88,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1093,,225964,11010,567136321,Al Mishael Parcel Station - Riyadh - SASCO,محطة طرود المشاعل - الرياض - ساسكو,24.608214,46.830847,https://maps.app.goo.gl/2bGzt1WdSf7DJLpK7,NO,Sasco Palm,,LM,RNMA2718,2718,Eastern Ring  Street,طريق الدائري الشرقي,,,14325,6931,Address Incomplete,1,1,24 Hours,Order #1,Completed
89,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1094,,225965,19903,1099184238,Al Olaya Pacrel Station - Riyadh - SASCO,محطة طرود العليا - الرياض - ساسكو,24.6960591,46.6943892,https://maps.app.goo.gl/cGveS1G7UgJVieQa7,NO,Sasco Palm,,LM,RHOA7770,7770,Abdullah Bin Sulaiman Al Hamadan Street,طريق عبد الله بن سليمان الحمدان,,,12222,3081,Address Incomplete,1,1,24 Hours,Order #1,Completed
90,Central,Riyadh,الوسطى,منطقة الرياض,Riyadh,الرياض,Main,PSRU1095,,225966,118,1956506861,Al Aziziyah Parcel Station - Riyadh - Panda,محطة طرود العزيزية - الرياض - بنده,24.586399,46.759886,https://maps.app.goo.gl/bKUsfXsjbF55CEc28,No,Panda,,LM,RMAB3345,3345,An Nasr Rd,طريق النصر,Al Aziziyah Dist.,حي العزيزية,14515,8765,"3345 An Nasr Rd, Al Aziziyah Dist., Riyadh, 14515 - 8765",1,1,7 AM to 11 PM,Order #1,Completed
91,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1096,,225967,19301,1482741285,West Oraija Parcel Station - Riyadh - SASCO,محطة طرود العريجاء الغربية - الرياض - ساسكو,24.583236,46.60125,https://maps.app.goo.gl/8fwjgArUSJcsQNVh9,NO,Sasco Palm,,LM,RIUD6719,6719,Westren Ring Street,طريق الدائري الغربي,,,12978,2653,Address Incomplete,1,1,24 Hours,Order #1,Completed
92,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1097,,225968,10691,1580689199,Al Maseef Parcel Station - Riyadh - SASCO,محطة طرود المصيف - الرياض - ساسكو,24.762611,46.672472,https://maps.app.goo.gl/qowA5enR7mW2a2RZ9,NO,Sasco Palm,,LM,RHYB7027,7072,King Abdul Aziz Street,طريق الملك عبد العزيز,,,12467,2432,Address Incomplete,1,1,7 AM to 11 PM,Order #1,Completed
93,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1098,,225969,10681,1993823175,Al Duraihemiyah Parcel Station - Riyadh - SASCO,محطة طرود الدريهمية - الرياض - ساسكو,24.593306,46.703389,https://maps.app.goo.gl/J7nA6K2ynnvDsZDu5,NO,Sasco Palm,,LM,RBDA6858,6858,King Fahad Street,طريق الملك فهد,,,12796,3334,Address Incomplete,1,1,7 AM to 11 PM,Order #1,Completed
94,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1099,,225970,19601,1781832815,Ar Rabwah Parcel Station - Riyadh - SASCO,محطة طرود الربوة - الرياض - ساسكو,24.701505,46.741944,https://maps.app.goo.gl/WQj2DpeXBTJTCAJX9,NO,Sasco Palm,,LM,RERD3897,3897,Makkah Al Mukarramah Street,طريق مكة المكرمة,,,12813,8519,Address Incomplete,1,1,24 Hours,Order #1,Completed
95,Eastern,,الشرقية,,Dammam,الدمام,Main,PSDM1100,,225971,37121,1701199624,Al Aziziyah Parcel Station - Dammam - SASCO,محطة طرود العزيزية - الدمام - ساسكو,26.453197,50.067853,https://maps.app.goo.gl/S5yeaawHv3QFfAPC7,NO,Sasco Palm,,LM,EMDA2670,2670,King Abdul Aziz Street,طريق الملك عبد العزيز,,,32424,7367,Address Incomplete,1,1,7 AM to 11 PM,Order #1,Completed
96,Eastern,,الشرقية,,Dammam,الدمام,Main,PSDM1101,,225972,30901,1605530112,Ash Shati Ash Sharqi Parcel Station - Dammam - SASCO,محطة طرود الشاطئ الشرقي - الدمام - ساسكو,26.464777,50.132111,https://maps.app.goo.gl/Mtynab7r8V1YZCGx9,NO,Sasco Palm,,LM,EMAB4268,4268,King Abdullah Street,طريق الملك عبدالله,,,32413,6957,Address Incomplete,1,1,24 Hours,Order #1,Completed
97,Eastern,,الشرقية,,Dammam,الدمام,Main,PSDM1102,,225973,31601,1238736155,Al Khalij Parcel Station - Dammam - SASCO,محطة طرود الخليج - الدمام - ساسكو,26.44347,50.092399,https://maps.app.goo.gl/5umNUpiF2srXspSf8,NO,Sasco Palm,,LM,EMDA5081,5081,Al Malek Saud Street,طريق الملك سعود,,,32425,6273,Address Incomplete,1,1,6 AM to 4 AM,Order #1,Completed
98,Eastern,,الشرقية,,Dammam,الدمام,Main,PSDM1103,,225974,32201,1772589389,Al Athir Parcel Station - Dammam - SASCO,محطة طرود الأثير - الدمام - ساسكو,26.438823,50.064851,https://maps.app.goo.gl/2BSRumxR16GUFMBi8,NO,Sasco Palm,,LM,EDJB9182,9182,Al Amir Naif Bin Abdul Aziz Street,طريق الأمير نايف بن عبد العزيز,,,32248,3427,Address Incomplete,1,1,24 Hours,Order #1,Completed
99,Eastern,,الشرقية,,Dammam,الدمام,Main,PSDM1104,,225975,32301,1596290269,1st Industrial Parcel Station - Dammam - SASCO,محطة طرود المدينة الصناعية الأولى - الدمام - ساسكو,26.388333,50.149594,https://maps.app.goo.gl/xSYEPdzBCvPGHPuw9,NO,Sasco Palm,,LM,EDGA5101,5101,Ibn Al Baytar Street,طريق ابن البيطار,,,32234,6650,Address Incomplete,1,1,24 Hours,Order #1,Completed
100,Eastern,,الشرقية,,Dammam,الدمام,Main,PSDM1105,,225976,32601,124740092,Taibah Parcel Station - Dammam - SASCO,محطة طرود طيبة - الدمام - ساسكو,26.36085,50.04455,https://maps.app.goo.gl/uTwhr2CraQG4cRUV7,NO,Sasco Palm,,LM,EDSA3635,3635,King Abdullah Street,طريق الملك عبدالله,Taibah Dist.,حي طيبة,32275,8350,"3635 King Abdullah Street, Taibah Dist., Dammam, 32275 - 8350",1,1,24 Hours,Order #1,Completed
101,Eastern,,الشرقية,,Dammam,الدمام,Main,PSDM1106,,225977,34201,1922239058,Al Anud Parcel Station - Dammam - SASCO,محطة طرود العنود - الدمام - ساسكو,26.4517256,50.0726358,https://maps.app.goo.gl/sUKL2A2FXXHn193m8,NO,Sasco Palm,,LM,EMDB3137,3137,King Abdul Aziz Street,طريق الملك عبد العزيز,,,32426,7178,Address Incomplete,1,1,6 AM to 4 AM,Order #1,Completed
102,Central,Riyadh,الوسطى,منطقة الرياض,Riyadh,الرياض,Main,PSRU1107,PSDM1107,225978,104,,Al Ezdihar Parcel Station - Riyadh - Panda,محطة طرود الازدهار - الرياض - بنده,24.778156,46.710408,https://goo.gl/maps/sqKjbyDwAE12,No,Panda,,LM,RHZA2667,2667,Al Hussain Bin Ali,الحسين بن على,Al Ezdihar Dist.,حي الازدهار,12485,7061,"2667 Al Hussain Bin Ali, Al Ezdihar Dist., Riyadh, 12485 - 7061",1,2,24 Hours,Order #1,Completed
103,Eastern,,الشرقية,,Dammam,الدمام,Main,PSDM1108,,225979,30601,1824598725,Ash Shifa Parcel Station - Dammam - SASCO,محطة طرود الشفاء - الدمام - ساسكو,26.398664,50.117337,https://maps.app.goo.gl/Ut2cbJEz1gohVSJj8,NO,Sasco Palm,,LM,EDGB2790,2790,Al Amir Muhammed Bin Fahd Street,طريق الأمير محمد بن فهد,,,32236,6292,Address Incomplete,1,1,6 AM to 4 AM,Order #1,Completed
104,Western,,الغربية,,Jeddah,جدة,Main,PSJD1109,,225980,27201,1417042509,An Nahdah Parcel Station - Jeddah - SASCO,محطة طرود النهضة - جدة - ساسكو,21.609667,39.120583,https://maps.app.goo.gl/p1Htzrc4wURpgfho7,NO,Sasco Palm,,LM,JENA8137,8137,King Abdull Aziz Branch Street,طريق الملك عبد العزيز الفرعي,,,23523,2268,Address Incomplete,1,1,24 Hours,Order #1,Completed
105,Western,,الغربية,,Jeddah,جدة,Main,PSJD1110,,225981,21401,1679126916,Al Marwah Parcel Station - Jeddah - SASCO,محطة طرود المروة - جدة - ساسكو,21.616167,39.215472,https://maps.app.goo.gl/cWofYJEqEJVp3bBDA,NO,Sasco Palm,,LM,JDMF7824,7824,Abu Qatada Al Ansari Street,طريق أبو قتادة الأنصاري,,,23545,5487,Address Incomplete,1,1,24 Hours,Order #1,Completed
106,Western,,الغربية,,Jeddah,جدة,Main,PSJD1111,,225982,27321,1737653572,An Naim Parcel Station - Jeddah - SASCO,محطة طرود النعيم - جدة - ساسكو,21.63025,39.145,https://maps.app.goo.gl/LFsaQU1jtqzU4esS7,NO,Sasco Palm,,LM,JENB6869,6869,Amenah Bint Wahab Street,طريق آمنه بنت وهب,,,23622,4001,Address Incomplete,1,1,7 AM to 11 PM,Order #1,Completed
107,Western,,الغربية,,Jeddah,جدة,Main,PSJD1112,,225983,27341,1833816993,Al Wahah Parcel Station - Jeddah - SASCO,محطة طرود الواحة - جدة - ساسكو,21.548194,39.236889,https://maps.app.goo.gl/4mUuv743SfWzZPRe8,NO,Sasco Palm,,LM,JCWA6925,6925,Falastin Branch Street,طريق فلسطين الفرعي ,,,23351,2624,Address Incomplete,1,1,7 AM to 11 PM,Order #1,Completed
108,Western,,الغربية,,Jeddah,جدة,Main,PSJD1113,,225984,24301,,Al Basatin Parcel Station - Jeddah - SASCO,محطة طرود البساتين - جدة - ساسكو,21.677826,39.125005,https://maps.app.goo.gl/wkXSBxi1zqNkJ5hD9,NO,Sasco Palm,,LM,JETA8052,8052,Ismail Bin Kathir St.,شارع اسماعيل بن كثير,Al Basatin Dist.,حي البساتين,23717,5674,"8052 Ismail Bin Kathir St., Al Basatin Dist., Jeddah, 23717 - 5674",1,1,7 AM to 11 PM,Order #1,Completed
109,Eastern,,الشرقية,,Dammam,الدمام,Main,PSDM1114,,225985,36911,,Al Amamrah Parcel Station - Dammam - SASCO Palm,محطة طرود العمامرة - الدمام - نخلة ساسكو,26.442717,50.111873,https://maps.app.goo.gl/mJTAUQLWqNkNkSJc9,NO,Sasco Palm,,LM,EMAA3537,3537,Uqbah Ibn Nafi,شارع عقبة ابن نافع,Al Amamrah Dist.,حي العمامرة,32415,7141,"3537 Uqbah Ibn Nafi, Al Amamrah Dist., Dammam, 32415 - 7141",1,1,7 AM to 11 PM,Order #1,Completed
110,Western,,الغربية,,Jeddah,جدة,Main,PSJD1115,,225986,20801,1592631462,Al Naseem Parcel Station - Jeddah - SASCO,محطة طرود النسيم - جدة - ساسكو,21.513444,39.239257,https://maps.app.goo.gl/YvDxvxAuCrEvW86o9,NO,Sasco Palm,,LM,JBNA4214,4214,Ahmad Ibrahim At Taibi Street,طريق أحمد إبراهيم الطيبي,Al Naseem Dist.,حي النسيم,23233,6449,"4214 Ahmad Ibrahim At Taibi Street, Al Naseem Dist., Jeddah, 23233 - 6449",1,1,24 Hours,Order #1,Completed
111,Western,,الغربية,,Jeddah,جدة,Main,PSJD1116,,225987,21301,166134690,Al Safa Parcel Station - Jeddah - SASCO,محطة طرود الصفا - جدة - ساسكو,21.58633,39.20736,https://maps.app.goo.gl/WkqSoAM1ixkRcJf16,NO,Sasco Palm,,LM,JDSE6710,6710,Al Ameer Metib Street,طريق الأمير متعب,,,23455,3573,Address Incomplete,1,1,24 Hours,Order #1,Completed
112,Western,,الغربية,,Jeddah,جدة,Main,PSJD1117,,225988,20901,1431994281,Ghulail Parcel Station - Jeddah - SASCO,محطة طرود غليل - جدة - ساسكو,21.4474121,39.2070216,https://maps.app.goo.gl/tsXEwzMqjWoS6f4V6,NO,Sasco Palm,,LM,JJGA4904,4904,Al Mahjar Street,طريق المحجر,,,22413,7708,Address Incomplete,1,1,6 AM to 2 AM,Order #1,Completed
113,Western,,الغربية,,Makkah,مكة المكرمة,Remote,PSMK1118,,225989,23801,1879700523,Al Buhayrat Parcel Station - Makkah - SASCO,محطة طرود البحيرات - مكة المكرمة - ساسكو,21.470361,39.797056,https://maps.app.goo.gl/FZ1AGmCsagdmM7tP9,NO,Sasco Palm,,LM,MWBB7500,7500,Makkah - Al Madinah Munawarah Street,طريق مكة - المدينة المنورة,,,24227,5658,Address Incomplete,1,1,24 Hours,Order #1,Completed
